,Company ID,Industry
10942,15327152,software development
10943,66592097,staffing and recruiting
10944,1349,business consulting and services
10945,32292,it services and it consulting
10946,166230,it services and it consulting
10947,1882864,software development
10948,2981729,events services
10949,4670,retail apparel and fashion
10950,50076,software development
10951,10092616,it services and it consulting
10952,5458,oil and gas
10953,48442,"technology, information and internet"
10954,1404480,software development
10955,38156696,it services and it consulting
10956,71607371,staffing and recruiting
10957,15087847,staffing and recruiting
10958,80079008,it services and it consulting
10959,13377,software development
10960,3590362,software development
10961,89933673,software development
10962,54722,"technology, information and internet"
10963,52879,"technology, information and internet"
10964,163131,it services and it consulting
10965,26738,think tanks
10966,27205722,human resources services
10967,13191558,staffing and recruiting
10968,528338,it services and it consulting
10969,44580,"appliances, electrical, and electronics manufacturing"
10970,3710139,staffing and recruiting
10971,24777341,higher education
10972,38730,it services and it consulting
10973,10025523,personal care product manufacturing
10974,2413,hospitals and health care
10975,2338924,medical equipment manufacturing
10976,11350,it services and it consulting
10977,136803,telecommunications
10978,1895538,software development
10979,40018,aviation and aerospace component manufacturing
10980,76102337,financial services
10981,336165,staffing and recruiting
10982,5398459,book and periodical publishing
10983,2228025,staffing and recruiting
10984,4872663,staffing and recruiting
10985,12258,it services and it consulting
10986,14482851,software development
10987,813198,it services and it consulting
10988,17662,law practice
10989,3508667,it services and it consulting
10990,57974,advertising services
10991,3672,it services and it consulting
10992,2675209,human resources services
10993,13716068,it services and it consulting
10994,78387,it services and it consulting
10995,547325,staffing and recruiting
10996,67698503,entertainment providers
10997,2530454,it services and it consulting
10998,18000638,software development
10999,3735640,it services and it consulting
11000,779609,education administration programs
11001,3103823,it services and it consulting
11002,6577176,financial services
11003,56437182,telecommunications
11004,37248930,it services and it consulting
11005,87155,software development
11006,82097734,software development
11007,771740,software development
11008,2336464,staffing and recruiting
11009,3738695,financial services
11010,68049112,research services
11011,47664328,telecommunications
11012,31329889,it services and it consulting
11013,167277,financial services
11014,11844310,human resources services
11015,9222703,it services and it consulting
11016,138828,it services and it consulting
11017,911958,human resources services
11018,35930,software development
11019,51707785,semiconductor manufacturing
11020,415953,staffing and recruiting
11021,4830341,"technology, information and internet"
11022,10440912,research services
11023,24411,online audio and video media
11024,201351,it services and it consulting
11025,166388,hospitals and health care
11026,3279195,it services and it consulting
11027,2177279,it services and it consulting
11028,6919,it services and it consulting
11029,tictrac,wellness and fitness services
11030,86871391,computer and network security
11031,25087,computer and network security
11032,18258886,advertising services
11033,9297136,semiconductor manufacturing
11034,2321781,staffing and recruiting
11035,6142,software development
11036,12432,motor vehicle manufacturing
11037,1221061,staffing and recruiting
11038,18778993,it services and it consulting
11039,382657,construction
11040,18523,wholesale building materials
11041,2572806,biotechnology research
11042,18102875,it services and it consulting
11043,930440,human resources services
11044,1810488,staffing and recruiting
11045,1203355,advertising services
11046,103288152,human resources services
11047,ul,furniture and home furnishings manufacturing
11048,62753,government administration
11049,5068848,software development
11050,27183974,it services and it consulting
11051,2105579,banking
11052,746936,"appliances, electrical, and electronics manufacturing"
11053,75041012,it services and it consulting
11054,2798107,financial services
11055,3675462,retail
11056,154995,advertising services
11057,138719,it services and it consulting
11058,10407976,renewable energy semiconductor manufacturing
11059,1945320,it services and it consulting
11060,166966,insurance
11061,16236941,staffing and recruiting
11062,3810174,it services and it consulting
11063,612636,financial services
11064,5243932,software development
11065,3116743,advertising services
11066,245820,higher education
11067,10695,broadcast media production and distribution
11068,5235182,it services and it consulting
11069,832522,staffing and recruiting
11070,40702850,software development
11071,2181514,information services
11072,9460646,advertising services
11073,68072167,human resources services
11074,2684883,education administration programs
11075,1435115,government administration
11076,211137,software development
11077,416904,staffing and recruiting
11078,2172234,"appliances, electrical, and electronics manufacturing"
11079,69493059,it services and it consulting
11080,37477145,wellness and fitness services
11081,250200,software development
11082,contagion,advertising services
11083,65472685,it services and it consulting
11084,77148948,outsourcing and offshoring consulting
11085,164075,truck transportation
11086,7064,hospitals and health care
11087,79479004,software development
11088,22710,higher education
11089,18949265,software development
11090,91161992,telecommunications
11091,3638185,mining
11092,90855742,it services and it consulting
11093,89544009,it services and it consulting
11094,14462567,retail
11095,307513,food and beverage services
11096,166448,retail luxury goods and jewelry
11097,31146407,it services and it consulting
11098,80330050,business consulting and services
11099,76074281,insurance
11100,77141505,it services and it consulting
11101,65484014,business consulting and services
11102,252427,it services and it consulting
11103,4802445,software development
11104,3567,broadcast media production and distribution
11105,13316384,staffing and recruiting
11106,3133899,staffing and recruiting
11107,86694680,software development
11108,28550,it services and it consulting
11109,5922129,retail
11110,16258,advertising services
11111,14415906,advertising services
11112,978813,hospitals and health care
11113,18154,wellness and fitness services
11114,54178,software development
11115,1243214,retail
11116,11418985,staffing and recruiting
11117,43151,staffing and recruiting
11118,1855796,it services and it consulting
11119,7378,financial services
11120,15768,software development
11121,11067281,it services and it consulting
11122,36182,it services and it consulting
11123,88405569,software development
11124,12636858,it services and it consulting
11125,65299411,hospitality
11126,15110,it services and it consulting
11127,5805,food and beverage services
11128,2365011,retail
11129,394263,oil and gas
11130,487892,hospitals and health care
11131,8049,telecommunications
11132,13451252,advertising services
11133,803729,it services and it consulting
11134,ensocare,hospitals and health care
11135,6237274,hospitals and health care
11136,26502812,human resources services
11137,1047674,it services and it consulting
11138,brightcove,online audio and video media
11139,9294906,telecommunications
11140,5214329,spectator sports
11141,13454048,food and beverage services
11142,83162996,it services and it consulting
11143,3925,software development
11144,6776,medical equipment manufacturing
11145,3280796,it services and it consulting
11146,18937515,it services and it consulting
11147,82284877,software development
11148,9334060,consumer services
11149,4450180,hospitality
11150,3575219,computer and network security
11151,10428,banking
11152,41799,it services and it consulting
11153,136776,it services and it consulting
11154,57790,retail
11155,528401,media production
11156,14014026,broadcast media production and distribution
11157,9253053,business consulting and services
11158,13385829,it services and it consulting
11159,765724,staffing and recruiting
11160,2293249,higher education
11161,2125805,gambling facilities and casinos
11162,80157110,human resources services
11163,26650919,it services and it consulting
11164,3125329,it services and it consulting
11165,13451367,it services and it consulting
11166,5345313,it services and it consulting
11167,39577,"appliances, electrical, and electronics manufacturing"
11168,24996751,it services and it consulting
11169,4190526,writing and editing
11170,3557701,food and beverage services
11171,312381,"technology, information and internet"
11172,72559323,e-learning providers
11173,10180967,it services and it consulting
11174,3549962,software development
11175,2524729,financial services
11176,13048280,staffing and recruiting
11177,9180203,hospitality
11178,1002903,it services and it consulting
11179,10375,advertising services
11180,2211923,it services and it consulting
11181,748762,it services and it consulting
11182,4976061,"technology, information and internet"
11183,50892,truck transportation
11184,9470618,oil and gas
11185,81466059,venture capital and private equity principals
11186,96095308,it services and it consulting
11187,2020,it services and it consulting
11188,13697773,it services and it consulting
11189,40528,software development
11190,2413695,computer and network security
11191,18019992,business consulting and services
11192,2337286,it services and it consulting
11193,37217,architecture and planning
11194,3684165,biotechnology research
11195,2481809,it services and it consulting
11196,1166819,it services and it consulting
11197,281998,facilities services
11198,164356,information services
11199,28193,biotechnology research
11200,40894,staffing and recruiting
11201,5035901,biotechnology research
11202,165430,industrial machinery manufacturing
11203,156571,staffing and recruiting
11204,156557,it services and it consulting
11205,4802333,financial services
11206,8860785,real estate
11207,2366,travel arrangements
11208,1294,animation and post-production
11209,75405,construction
11210,2634724,human resources services
11211,9707,it services and it consulting
11212,2503130,wellness and fitness services
11213,4066,utilities
11214,34894375,staffing and recruiting
11215,8663,government administration
11216,27285027,software development
11217,166836,telecommunications
11218,74532696,it services and it consulting
11219,202461,staffing and recruiting
11220,214765,it services and it consulting
11221,31175609,it services and it consulting
11222,32116,it services and it consulting
11223,18374167,staffing and recruiting
11224,2927409,software development
11225,4422,law practice
11226,16106733,defense and space manufacturing
11227,824768,computer and network security
11228,91304216,research services
11229,10823471,government administration
11230,10449089,it services and it consulting
11231,40871771,business consulting and services
11232,33180498,it services and it consulting
11233,25051778,executive offices
11234,1494155,civic and social organizations
11235,339500,it services and it consulting
11236,51934,non-profit organizations
11237,10255,motor vehicle manufacturing
11238,2711387,business consulting and services
11239,2738946,banking
11240,10691609,biotechnology research
11241,78717860,it services and it consulting
11242,2786,financial services
11243,101417,software development
11244,51662643,software development
11245,10435968,software development
11246,24787,government administration
11247,21279,it services and it consulting
11248,25664,software development
11249,7917,hospitality
11250,2562432,software development
11251,20423248,software development
11252,51683086,hospitals and health care
11253,3597,banking
11254,11395020,computer games
11255,1337177,biotechnology research
11256,13209708,automation machinery manufacturing
11257,6385214,software development
11258,2348229,information services
11259,79615202,market research
11260,12977,government administration
11261,1469914,civil engineering
11262,90626665,staffing and recruiting
11263,1455,software development
11264,30655649,staffing and recruiting
11265,118340,semiconductor manufacturing
11266,99226642,software development
11267,3963506,food and beverage manufacturing
11268,11151,aviation and aerospace component manufacturing
11269,webkul,it services and it consulting
11270,2532032,it services and it consulting
11271,597534,staffing and recruiting
11272,13260371,it services and it consulting
11273,2364282,insurance
11274,55920,insurance
11275,791544,software development
11276,35535944,computer and network security
11277,2440656,software development
11278,18613,retail
11279,6985,staffing and recruiting
11280,74255,it services and it consulting
11281,17969082,automation machinery manufacturing
11282,224777,pharmaceutical manufacturing
11283,25177,staffing and recruiting
11284,5677,higher education
11285,70255843,manufacturing
11286,79410056,it services and it consulting
11287,57006,government administration
11288,9233757,it services and it consulting
11289,1491350,software development
11290,2361419,staffing and recruiting
11291,98300371,hospitality
11292,613998,software development
11293,655048,software development
11294,336380,"appliances, electrical, and electronics manufacturing"
11295,2796050,it services and it consulting
11296,75633683,public safety
11297,2350018,software development
11298,74949406,software development
11299,100934638,software development
11300,697607,higher education
11301,53231,research services
11302,13480,it services and it consulting
11303,390119,business consulting and services
11304,15234901,software development
11305,28166537,software development
11306,20483312,entertainment providers
11307,78462972,staffing and recruiting
11308,6129980,it services and it consulting
11309,8379,telecommunications
11310,214360,retail
11311,1313784,staffing and recruiting
11312,418547,online audio and video media
11313,3091870,hospitality
11314,3474,book and periodical publishing
11315,311071,software development
11316,220856,"technology, information and internet"
11317,507775,telecommunications
11318,3238680,"technology, information and internet"
11319,13267397,financial services
11320,31065,construction
11321,2260147,telecommunications
11322,3572007,software development
11323,3772,semiconductor manufacturing
11324,8756,business consulting and services
11325,4838118,it services and it consulting
11326,78374883,it services and it consulting
11327,38145658,software development
11328,20722,insurance
11329,906689,medical equipment manufacturing
11330,93902,software development
11331,5654,non-profit organizations
11332,14510423,software development
11333,1228700,religious institutions
11334,200589,machinery manufacturing
11335,115362,construction
11336,9197504,telecommunications
11337,87926,staffing and recruiting
11338,8777304,legal services
11339,2473957,human resources services
11340,69103633,aviation and aerospace component manufacturing
11341,1114294,software development
11342,3843853,education administration programs
11343,500540,human resources services
11344,2636465,hospitality
11345,28175071,software development
11346,71290326,advertising services
11347,54924,it services and it consulting
11348,79093960,staffing and recruiting
11349,6398781,it services and it consulting
11350,2606373,business consulting and services
11351,2746023,advertising services
11352,163328,international trade and development
11353,31559415,software development
11354,37807,hospitals and health care
11355,2403277,hospitals and health care
11356,3866,printing services
11357,5396344,staffing and recruiting
11358,35708407,software development
11359,685664,staffing and recruiting
11360,15153584,staffing and recruiting
11361,15388,it services and it consulting
11362,79576169,it services and it consulting
11363,2866215,real estate
11364,9380094,financial services
11365,24457,it services and it consulting
11366,76110303,it services and it consulting
11367,18782548,staffing and recruiting
11368,16439,online audio and video media
11369,69359315,e-learning providers
11370,80872942,staffing and recruiting
11371,2612958,it services and it consulting
11372,16765,mining
11373,125731,computer and network security
11374,3292385,staffing and recruiting
11375,1170014,staffing and recruiting
11376,3283052,software development
11377,77718935,it services and it consulting
11378,1802462,biotechnology research
11379,157340,higher education
11380,68487811,software development
11381,766876,it services and it consulting
11382,128707,software development
11383,17962490,computers and electronics manufacturing
11384,18094287,software development
11385,1006947,software development
11386,112642,staffing and recruiting
11387,27179912,staffing and recruiting
11388,6579952,"transportation, logistics, supply chain and storage"
11389,11237080,computer networking products
11390,2545469,motor vehicle manufacturing
11391,96934731,it services and it consulting
11392,5267316,computer games
11393,5226,telecommunications
11394,10965793,staffing and recruiting
11395,73948733,human resources services
11396,15253861,mining
11397,79364810,it services and it consulting
11398,488026,mental health care
11399,36295,it services and it consulting
11400,223176,it services and it consulting
11401,134607,it services and it consulting
11402,33802,it services and it consulting
11403,10072,utilities
11404,2639873,business consulting and services
11405,2517134,staffing and recruiting
11406,829836,higher education
11407,7646898,design services
11408,74732710,software development
11409,19552,it services and it consulting
11410,7746,software development
11411,204967,it services and it consulting
11412,1662635,it services and it consulting
11413,14406,advertising services
11414,3564615,it services and it consulting
11415,137338,software development
11416,10856,research services
11417,89949459,staffing and recruiting
11418,15649,oil and gas
11419,200001,broadcast media production and distribution
11420,60561,it services and it consulting
11421,19171,computer and network security
11422,5724,packaging and containers manufacturing
11423,2785288,it services and it consulting
11424,1612136,financial services
11425,18550233,motor vehicle manufacturing
11426,3496630,higher education
11427,10006176,business consulting and services
11428,1044,it services and it consulting
11429,33199,staffing and recruiting
11430,1159372,software development
11431,33104,staffing and recruiting
11432,166939,financial services
11433,18120901,renewable energy semiconductor manufacturing
11434,70263,software development
11435,30501,software development
11436,5006,insurance
11437,13868,mining
11438,5059740,it services and it consulting
11439,13331733,software development
11440,10141092,"technology, information and internet"
11441,9395364,it services and it consulting
11442,47456,software development
11443,334506,it services and it consulting
11444,76445492,it services and it consulting
11445,2604454,staffing and recruiting
11446,74857785,human resources services
11447,162961,utilities
11448,316458,staffing and recruiting
11449,31138315,outsourcing and offshoring consulting
11450,73600,banking
11451,1376146,it services and it consulting
11452,31234,it services and it consulting
11453,90410192,business consulting and services
11454,2541,advertising services
11455,29091,staffing and recruiting
11456,143630,architecture and planning
11457,27237129,advertising services
11458,78395255,computer games
11459,564864,it services and it consulting
11460,29022761,financial services
11461,155134,software development
11462,1773308,online audio and video media
11463,3195463,software development
11464,3209636,it services and it consulting
11465,77989,hospitals and health care
11466,17928303,financial services
11467,3293342,non-profit organizations
11468,1139493,"appliances, electrical, and electronics manufacturing"
11469,8237,hospitality
11470,6521,it services and it consulting
11471,691838,retail apparel and fashion
11472,10121242,industrial machinery manufacturing
11473,3182000,it services and it consulting
11474,14768178,it services and it consulting
11475,3991657,musicians
11476,10166850,it services and it consulting
11477,35471087,education administration programs
11478,41459,retail apparel and fashion
11479,13073,hospitals and health care
11480,45575,staffing and recruiting
11481,10129073,it services and it consulting
11482,805290,advertising services
11483,38074322,hospitals and health care
11484,96687047,business consulting and services
11485,8835,business consulting and services
11486,79664944,it services and it consulting
11487,70520322,staffing and recruiting
11488,2128985,civic and social organizations
11489,5833,law practice
11490,11282,human resources services
11491,5790,retail luxury goods and jewelry
11492,34761343,staffing and recruiting
11493,542349,oil and gas
11494,2474662,staffing and recruiting
11495,101634410,hospitals and health care
11496,39659,it services and it consulting
11497,71116,biotechnology research
11498,89780889,staffing and recruiting
11499,21120,advertising services
11500,10406156,it services and it consulting
11501,283815,it services and it consulting
11502,91139418,outsourcing and offshoring consulting
11503,83541985,retail
11504,2190221,hospitals and health care
11505,80652621,it services and it consulting
11506,59226,industrial machinery manufacturing
11507,56802,it services and it consulting
11508,28175158,manufacturing
11509,2919706,retail apparel and fashion
11510,80925,government administration
11511,51180,government administration
11512,7866,oil and gas
11513,18022779,software development
11514,7614,manufacturing
11515,18383738,it services and it consulting
11516,396399,wholesale building materials
11517,1217282,defense and space manufacturing
11518,10838271,software development
11519,75606308,oil and gas
11520,58425,consumer services
11521,3491149,software development
11522,19131902,defense and space manufacturing
11523,206286,it services and it consulting
11524,5945,it services and it consulting
11525,68068581,staffing and recruiting
11526,133627,staffing and recruiting
11527,1978648,software development
11528,6616329,software development
11529,1387431,staffing and recruiting
11530,615252,it services and it consulting
11531,9011,software development
11532,17603,banking
11533,311261,medical equipment manufacturing
11534,22289300,it services and it consulting
11535,820956,printing services
11536,2003,aviation and aerospace component manufacturing
11537,98548360,food and beverage services
11538,8945,hospitals and health care
11539,1877241,staffing and recruiting
11540,11460387,staffing and recruiting
11541,1119725,it services and it consulting
11542,16423,financial services
11543,71539415,it services and it consulting
11544,23774,staffing and recruiting
11545,18296,retail
11546,96130399,business consulting and services
11547,13051047,it services and it consulting
11548,6643671,it services and it consulting
11549,1431320,software development
11550,14376,medical equipment manufacturing
11551,14544920,staffing and recruiting
11552,69059944,it services and it consulting
11553,13322042,human resources services
11554,87710930,it services and it consulting
11555,10505212,computer and network security
11556,2476410,retail
11557,822239,staffing and recruiting
11558,11247389,software development
11559,6001,software development
11560,2588307,staffing and recruiting
11561,14967,software development
11562,1113717,telecommunications
11563,35511735,software development
11564,9280354,it services and it consulting
11565,64981442,software development
11566,18476400,it services and it consulting
11567,13182652,wellness and fitness services
11568,28083,medical equipment manufacturing
11569,471688,spectator sports
11570,163759,hospitals and health care
11571,earthstream,human resources services
11572,11515983,it services and it consulting
11573,87467766,it services and it consulting
11574,80530,financial services
11575,31137457,it services and it consulting
11576,305122,computer games
11577,1261469,it services and it consulting
11578,9004,medical equipment manufacturing
11579,13444919,staffing and recruiting
11580,82967,it services and it consulting
11581,14859478,software development
11582,3129834,advertising services
11583,352364,financial services
11584,11687,software development
11585,163929,advertising services
11586,74354090,truck transportation
11587,461466,it services and it consulting
11588,3850699,retail
11589,165796,software development
11590,80233,retail
11591,283515,staffing and recruiting
11592,1000,entertainment providers
11593,9730586,printing services
11594,963770,truck transportation
11595,90975760,it services and it consulting
11596,165649,civil engineering
11597,36779,software development
11598,164826,spectator sports
11599,837867,staffing and recruiting
11600,renol,business consulting and services
11601,429163,construction
11602,60540,software development
11603,5509,business consulting and services
11604,53544,retail apparel and fashion
11605,581255,it services and it consulting
11606,71176069,business consulting and services
11607,2783129,software development
11608,19099493,tobacco manufacturing
11609,1109129,telecommunications
11610,9226228,real estate
11611,10789157,it services and it consulting
11612,18764209,software development
11613,163973,biotechnology research
11614,1605822,it services and it consulting
11615,5665497,it services and it consulting
11616,108364,staffing and recruiting
11617,817932,staffing and recruiting
11618,4983037,architecture and planning
11619,3804293,it services and it consulting
11620,2053898,software development
11621,294033,financial services
11622,43352117,staffing and recruiting
11623,74177884,it services and it consulting
11624,247483,software development
11625,1584751,staffing and recruiting
11626,1469277,staffing and recruiting
11627,65761742,staffing and recruiting
11628,3777635,artists and writers
11629,2478659,staffing and recruiting
11630,8346,insurance
11631,74353802,staffing and recruiting
11632,6589791,staffing and recruiting
11633,5045,facilities services
11634,13663169,staffing and recruiting
11635,12936062,computer and network security
11636,890929,it services and it consulting
11637,602920,it services and it consulting
11638,162700,financial services
11639,166151,telecommunications
11640,65529778,staffing and recruiting
11641,64762275,wholesale building materials
11642,73597,it services and it consulting
11643,76186373,manufacturing
11644,165501,business consulting and services
11645,12525216,it services and it consulting
11646,76800883,artists and writers
11647,219801,financial services
11648,27802,medical equipment manufacturing
11649,205313,furniture and home furnishings manufacturing
11650,14537891,it services and it consulting
11651,31098550,it services and it consulting
11652,3351862,software development
11653,33247900,human resources services
11654,18255209,real estate
11655,102064398,software development
11656,2331298,environmental services
11657,26061,it services and it consulting
11658,165938,hospitals and health care
11659,2763211,business consulting and services
11660,235581,staffing and recruiting
11661,510831,it services and it consulting
11662,727967,software development
11663,65683578,business consulting and services
11664,67130617,business consulting and services
11665,1674700,online audio and video media
11666,248075,software development
11667,255790,staffing and recruiting
11668,20555142,non-profit organizations
11669,1787054,it services and it consulting
11670,3159299,hospitals and health care
11671,29414,gambling facilities and casinos
11672,74672235,"technology, information and internet"
11673,2593950,it services and it consulting
11674,164206,retail
11675,5588,motor vehicle manufacturing
11676,3308712,staffing and recruiting
11677,3095018,outsourcing and offshoring consulting
11678,2831762,hospitals and health care
11679,65631310,human resources services
11680,19108872,gambling facilities and casinos
11681,74149267,it services and it consulting
11682,81869551,software development
11683,85986263,e-learning providers
11684,creatotech,software development
11685,34761321,semiconductor manufacturing
11686,2284508,software development
11687,20133700,venture capital and private equity principals
11688,3025492,it services and it consulting
11689,68901665,human resources services
11690,37538,staffing and recruiting
11691,77582831,"technology, information and internet"
11692,10540544,staffing and recruiting
11693,87167581,advertising services
11694,27021519,it services and it consulting
11695,5000058,civil engineering
11696,57010,it services and it consulting
11697,237814,staffing and recruiting
11698,110379,oil and gas
11699,63951,semiconductor manufacturing
11700,4951,business consulting and services
11701,5275951,defense and space manufacturing
11702,57690,financial services
11703,75453814,software development
11704,35566147,consumer services
11705,1332333,public relations and communications services
11706,162647,food and beverage manufacturing
11707,2370088,staffing and recruiting
11708,37513042,software development
11709,202545,it services and it consulting
11710,20138,financial services
11711,28587764,human resources services
11712,38913,civil engineering
11713,78461163,software development
11714,17195,business consulting and services
11715,2366837,telecommunications
11716,13711223,it services and it consulting
11717,203771,computer and network security
11718,15230558,staffing and recruiting
11719,16041,non-profit organizations
11720,480888,staffing and recruiting
11721,13199394,it services and it consulting
11722,3639525,real estate
11723,10376629,staffing and recruiting
11724,3559595,software development
11725,18586257,computer and network security
11726,2288668,business consulting and services
11727,79629,it services and it consulting
11728,1760,insurance
11729,21276,software development
11730,87347,staffing and recruiting
11731,35595252,it services and it consulting
11732,166193,software development
11733,10842918,banking
11734,37411848,it services and it consulting
11735,2743638,it services and it consulting
11736,5249199,it services and it consulting
11737,5943,staffing and recruiting
11738,1959,semiconductor manufacturing
11739,7834,financial services
11740,10043611,it services and it consulting
11741,583484,advertising services
11742,86427855,it services and it consulting
11743,163664,wellness and fitness services
11744,77688020,software development
11745,960413,it services and it consulting
11746,datafortune,it services and it consulting
11747,2051137,civil engineering
11748,2310217,human resources services
11749,10214882,software development
11750,2021878,motor vehicle manufacturing
11751,56979,banking
11752,2840978,it services and it consulting
11753,73482943,it services and it consulting
11754,14370841,software development
11755,13245704,higher education
11756,12824,it services and it consulting
11757,4997,it services and it consulting
11758,golfnow,"technology, information and internet"
11759,310015,staffing and recruiting
11760,4775,it services and it consulting
11761,14021113,staffing and recruiting
11762,204939,it services and it consulting
11763,13311133,it services and it consulting
11764,8731670,staffing and recruiting
11765,205890,staffing and recruiting
11766,1457175,staffing and recruiting
11767,7012604,staffing and recruiting
11768,164754,business consulting and services
11769,329059,banking
11770,100920866,staffing and recruiting
11771,10796978,renewable energy semiconductor manufacturing
11772,244316,construction
11773,13003147,government administration
11774,10201308,architecture and planning
11775,162737,it services and it consulting
11776,3725130,industrial machinery manufacturing
11777,2173877,musicians
11778,224605,business consulting and services
11779,13285,hospitals and health care
11780,3033823,software development
11781,83024571,software development
11782,1066442,software development
11783,4224,banking
11784,75584764,it services and it consulting
11785,25107,primary and secondary education
11786,3700354,it services and it consulting
11787,43369,mining
11788,297505,industrial machinery manufacturing
11789,1406824,aviation and aerospace component manufacturing
11790,ucd,financial services
11791,88033867,it services and it consulting
11792,82629937,information services
11793,35177346,it services and it consulting
11794,20853,semiconductor manufacturing
11795,1599309,advertising services
11796,69234921,computer and network security
11797,42054,it services and it consulting
11798,12241,retail
11799,8442,entertainment providers
11800,14791,software development
11801,1597288,staffing and recruiting
11802,21442,aviation and aerospace component manufacturing
11803,2831,telecommunications
11804,225431,it services and it consulting
11805,13195523,it services and it consulting
11806,78708612,software development
11807,2100295,software development
11808,23743995,truck transportation
11809,15438283,business consulting and services
11810,3840375,software development
11811,42880798,information services
11812,2789,banking
11813,6529017,it services and it consulting
11814,1476706,software development
11815,28626108,biotechnology research
11816,1232887,it services and it consulting
11817,14452431,software development
11818,13253475,it services and it consulting
11819,11673,software development
11820,1176406,it services and it consulting
11821,5880615,it services and it consulting
11822,584079,insurance
11823,95337,software development
11824,166352,construction
11825,35515524,market research
11826,50802,broadcast media production and distribution
11827,35671596,it services and it consulting
11828,3046620,"technology, information and internet"
11829,2241197,advertising services
11830,2978475,software development
11831,11181300,software development
11832,2703241,retail
11833,79776182,it services and it consulting
11834,16189432,entertainment providers
11835,255188,manufacturing
11836,10361326,professional training and coaching
11837,66742580,it services and it consulting
11838,7791276,software development
11839,24422,manufacturing
11840,11191,travel arrangements
11841,33208111,it services and it consulting
11842,7246,broadcast media production and distribution
11843,1180110,hospitals and health care
11844,1075,business consulting and services
11845,82546868,it services and it consulting
11846,28531449,it services and it consulting
11847,3033234,it services and it consulting
11848,11283,utilities
11849,53097474,staffing and recruiting
11850,69773669,staffing and recruiting
11851,11421981,software development
11852,1181659,software development
11853,56862,it services and it consulting
11854,470955,it services and it consulting
11855,1301370,international trade and development
11856,77709187,entertainment providers
11857,149193,hospitals and health care
11858,3089805,it services and it consulting
11859,22621,it services and it consulting
11860,5425027,international trade and development
11861,51645796,entertainment providers
11862,165443,food and beverage services
11863,1550,hospitals and health care
11864,96316116,non-profit organizations
11865,19099598,staffing and recruiting
11866,15261586,wholesale building materials
11867,19047861,staffing and recruiting
11868,10440573,non-profit organizations
11869,1051903,biotechnology research
11870,west,advertising services
11871,microsoft,software development
11872,503859,it services and it consulting
11873,69462393,human resources services
11874,934588,semiconductor manufacturing
11875,357168,hospitals and health care
11876,18544842,hospitals and health care
11877,6671,pharmaceutical manufacturing
11878,1049685,staffing and recruiting
11879,5013094,construction
11880,2167851,business consulting and services
11881,programming,software development
11882,9666,government administration
11883,62036,retail apparel and fashion
11884,8809481,it services and it consulting
11885,13288464,outsourcing and offshoring consulting
11886,93204675,software development
11887,25800,staffing and recruiting
11888,3720076,hospitals and health care
11889,5070027,motor vehicle manufacturing
11890,132551,staffing and recruiting
11891,17901733,"technology, information and internet"
11892,1302286,mining
11893,237159,advertising services
11894,601601,it services and it consulting
11895,153617,staffing and recruiting
11896,69879768,it services and it consulting
11897,15068,financial services
11898,612790,staffing and recruiting
11899,153577,computer and network security
11900,9254775,business consulting and services
11901,817617,financial services
11902,35541044,civic and social organizations
11903,1299847,utilities
11904,250113,information services
11905,3078066,it services and it consulting
11906,1411963,retail apparel and fashion
11907,164972,law practice
11908,79988264,staffing and recruiting
11909,165091,higher education
11910,61074,financial services
11911,1714325,it services and it consulting
11912,10903272,software development
11913,3002847,telecommunications
11914,2320441,entertainment providers
11915,69213996,human resources services
11916,103699646,software development
11917,2425698,software development
11918,18221597,advertising services
11919,390770,information services
11920,165381,utilities
11921,12908662,advertising services
11922,5087858,it services and it consulting
11923,82468222,business consulting and services
11924,1866670,software development
11925,862310,motor vehicle manufacturing
11926,99595,software development
11927,80802280,staffing and recruiting
11928,513321,information services
11929,72724842,staffing and recruiting
11930,30256187,it services and it consulting
11931,206001,computer games
11932,1009940,it services and it consulting
11933,47756,computer games
11934,3368,automation machinery manufacturing
11935,4126,it services and it consulting
11936,1624245,it services and it consulting
11937,253661,it services and it consulting
11938,13710642,software development
11939,145702,semiconductor manufacturing
11940,18313638,environmental services
11941,422152,it services and it consulting
11942,67763887,it services and it consulting
11943,17086,software development
11944,687271,motor vehicle manufacturing
11945,23680011,it services and it consulting
11946,667572,paper and forest product manufacturing
11947,11420147,truck transportation
11948,54391,hospitals and health care
11949,13393694,it services and it consulting
11950,1547250,it services and it consulting
11951,79669542,staffing and recruiting
11952,10841679,it services and it consulting
11953,13932,hospitals and health care
11954,9158,oil and gas
11955,10511987,human resources services
11956,3240,insurance
11957,98534401,staffing and recruiting
11958,162257,software development
11959,11522,hospitals and health care
11960,11443388,"appliances, electrical, and electronics manufacturing"
11961,7999,research services
11962,6188,staffing and recruiting
11963,1853888,events services
11964,8729,freight and package transportation
11965,2740678,retail
11966,eimagine,it services and it consulting
11967,31135505,staffing and recruiting
11968,345859,it services and it consulting
11969,21161,software development
11970,410001,hospitals and health care
11971,82201586,it services and it consulting
11972,2859,accounting
11973,2264044,staffing and recruiting
11974,64948246,it services and it consulting
11975,1269,insurance
11976,104599297,construction
11977,17926647,telecommunications
11978,2400901,it services and it consulting
11979,2318034,advertising services
11980,80735780,software development
11981,2302874,hospitals and health care
11982,871226,non-profit organizations
11983,433549,banking
11984,1146210,it services and it consulting
11985,2644323,software development
11986,29297610,software development
